Accept_Other_Love,points

[MASC]	 	[FEM]	[model_name]
1284	<	1455	BSC-TeMU/roberta-base-bne
806	<	842	BSC-TeMU/roberta-large-bne
1014	<	1034	dccuchile/bert-base-spanish-wwm-uncased
1143	>	1093	dccuchile/bert-base-spanish-wwm-cased
790	>	687	mrm8488/electricidad-base-generator
1531	>	1321	MMG/mlm-spanish-roberta-base
734	>	682	bertin-project/bertin-roberta-base-spanish
342	<	455	bert-base-multilingual-cased
798	<	800	bertin-project/bertin-base-random
754	>	675	bertin-project/bertin-base-stepwise
734	>	682	bertin-project/bertin-base-gaussian
810	<	838	bertin-project/bertin-base-random-exp-512seqlen
928	>	845	bertin-project/bertin-base-stepwise-exp-512seqlen
721	>	665	bertin-project/bertin-base-gaussian-exp-512seqlen
364	<	421	amine/bert-base-5lang-cased
364	<	432	Geotrend/bert-base-es-cased
231	<	272	BSC-TeMU/RoBERTalex
442	<	598	Recognai/distilbert-base-es-multilingual-cased
125	<	773	flax-community/alberti-bert-base-multilingual-cased
518	<	651	Geotrend/distilbert-base-es-cased