agradable	21
alemana	19
alta	20
amable	20
americana	15
antigua	7
atractiva	17
bella	35
bonita	48
buena	35
casada	13
cercana	9
ciega	14
conocida	18
cristiana	9
diferente	38
difícil	25
distinta	12
dura	3
española	12
especial	5
estricta	8
extraña	1
famosa	29
feliz	30
femenina	22
femenino	15
francesa	46
fuerte	16
fácil	13
grande	21
guapa	27
hermosa	49
histórica	16
homosexual	24
humana	29
igual	12
ilegal	13
importante	26
independiente	7
indicada	3
inglesa	29
inteligente	25
interesante	27
italiana	34
joven	48
judía	21
legal	3
loca	15
masculina	15
masculino	2
menor	2
moderna	20
muda	16
muerta	15
peligrosa	4
pequeña	17
plural	13
poderosa	10
polaca	17
popular	30
rara	6
real	24
rubia	18
rusa	31
sagrada	21
vieja	5
útil	18
2021-09-12 10:48