admirable	29
agradable	50
antigua	15
antiguo	19
barato	17
bella	18
bonita	19
bonito	22
buena	138
bueno	57
cansada	7
compleja	17
completo	1
contento	17
conveniente	2
cómoda	2
cómodo	27
diferente	31
difícil	107
doble	2
duro	10
débil	13
español	9
excelente	117
extraño	11
familiar	23
feliz	5
fuerte	19
fácil	40
general	47
genial	36
grande	81
hermosa	95
hermoso	53
humano	21
importante	63
impresionante	53
increíble	106
inglés	7
inteligente	21
interesante	12
joven	35
lenta	10
lento	8
lindo	9
loca	22
maravilloso	20
mejor	4
moderna	16
normal	38
nueva	6
nuevo	61
peligrosa	23
pequeña	22
pequeño	13
perfecto	36
permanente	4
personal	19
poderosa	2
posible	12
positivo	14
profesional	22
rara	5
raro	1
responsable	10
rica	9
rápido	28
saludable	3
sencillo	23
simple	43
simples	2
social	16
sorprendente	21
trabajadora	10
vieja	4
viejo	4
única	17
2021-09-12 15:04