0	 importante	1335
1	 cercano	7031
2	 joven	2546
3	 destacado	8576
4	 popular	3933
5	 conocido	3545
6	 sabio	22645
7	 amable	9276
8	 adecuado	5598
9	 grande	2541
10	 profesional	2497
11	 pequeño	4316
12	 poderoso	11584
13	 capacitado	25380
14	 práctico	16230
15	 querido	6184
16	 completo	3236
17	 crítico	15185
18	 interesado	8854
19	 exigente	17981
20	 influyente	33151
21	 demandado	26950
22	 fuerte	2732
23	 inteligente	8185
24	 avanzado	11145
25	 responsable	3651
26	 famoso	6891
27	 interesante	3686
28	 talentoso	43413