0	 bueno	2562
1	 fuerte	2843
2	 activo	7049
3	 eficiente	8031
4	 agradable	6013
5	 inteligente	7952
6	 amable	9026
7	 divertido	8297
8	 duro	5382
9	 exigente	18543
10	 productivo	13881
11	 especial	1260
12	 profesor	4555
13	 educado	31339
14	 estricto	21311
15	 fácil	2014
16	 importante	1387
17	 útil	5669
18	 competente	13101
19	 rápido	3975
20	 profesional	2592
21	 feliz	5036
22	 crítico	10314
23	 grande	2619
24	 sabio	22878
25	 interesante	3808
26	 eficaz	6900
27	 guapo	24248
28	 flexible	12963