María	5
abuela	23
actriz	29
afortunada	14
agradable	21
alemana	19
algo	11
alguien	17
alta	20
amable	20
americana	15
amor	6
antigua	7
apellido	14
atractiva	17
bella	35
bonita	48
buena	35
casada	13
católica	34
cercana	9
chica	22
ciega	14
conocida	18
cristiana	9
diferente	38
difícil	25
distinta	12
dulce	6
dura	3
ella	50
encantadora	11
española	12
especial	5
esta	4
estricta	8
extraña	1
famosa	29
feliz	30
femenina	22
femenino	15
francesa	46
fuerte	16
fácil	13
grande	21
griega	6
guapa	27
género	21
hermana	10
hermosa	49
histórica	16
hombre	14
hombres	5
homosexual	24
humana	29
igual	12
ilegal	13
importante	26
independiente	7
indicada	3
inglesa	29
inteligente	25
interesante	27
irlandesa	13
italiana	34
joven	48
judía	21
latina	5
legal	3
lesbiana	55
linda	8
loca	15
masculina	15
masculino	2
menor	2
moderna	20
monja	1
muda	16
muerta	15
mujer	25
mujeres	7
niña	16
novia	24
palabras	19
pareja	5
peligrosa	4
pequeña	17
persona	13
personas	10
plural	13
poderosa	10
polaca	17
popular	30
princesa	1
prostituta	18
rara	6
real	24
reservada	15
rubia	18
rusa	31
sabia	18
sagrada	21
sexo	37
soltera	20
sustantivo	24
sustantivos	3
varón	8
verbo	20
vieja	5
viuda	18
útil	18